f,type,offset,first_harmonic,last_harmonic,left_width,right_width,comment
422.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
423.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
426.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
429.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
431.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
434.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
437.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
440.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
441.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
443.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
445.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
446.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
449.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
451.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
452.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
454.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
454.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
455.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
457.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
457.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
459.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
460.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
460.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
463.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
466.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
469.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
471.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
471.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
472.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
474.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
477.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
477.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
485.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
485.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
486.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
488.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
491.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
494.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
497.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
497.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
500.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
505.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
512.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
514.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
517.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
520.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
520.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
522.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
523.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
523.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
525.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
526.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
526.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
528.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
531.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
531.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
533.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
534.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
537.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
537.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
540.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
542.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
545.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
545.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
548.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
548.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
551.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
551.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
553.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
554.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
554.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
556.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
559.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
560.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
562.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
565.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
565.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
566.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
568.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
568.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
570.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
570.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
571.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
573.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
574.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
576.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
576.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
577.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
579.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
582.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
582.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
583.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
585.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
585.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
587.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
588.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
588.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
591.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
594.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
597.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
599.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
601.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
602.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
602.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
604.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
605.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
608.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
608.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
611.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
613.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
613.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
616.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
616.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
619.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
622.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
622.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
625.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
625.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
626.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
627.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
630.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
633.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
636.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
639.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
641.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
642.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
645.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
645.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
650.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
651.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
655.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
656.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
656.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
659.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
659.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
662.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
664.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
665.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
667.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
668.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
670.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
670.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
673.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
676.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
682.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
684.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
685.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
687.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
689.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
689.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
690.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
693.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
693.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
696.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
696.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
701.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
701.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
702.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
704.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
705.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
707.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
708.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
710.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
713.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
713.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
716.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
718.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
719.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
721.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
722.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
724.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
727.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
729.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
730.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
733.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
733.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
736.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
738.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
739.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
739.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
741.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
741.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
742.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
744.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
744.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
745.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
747.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
747.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
748.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
750.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
750.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
753.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
755.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
756.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
758.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
758.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
761.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
762.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
764.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
766.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
767.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
767.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
769.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
772.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
773.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
775.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
776.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
778.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
778.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
781.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
784.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
787.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
790.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
795.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
795.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
796.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
798.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
798.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
799.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
801.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
801.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
804.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
807.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
809.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
810.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
812.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
815.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
818.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
818.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
821.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
821.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
824.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
824.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
826.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
827.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
829.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
829.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
832.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
835.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
837.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
838.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
838.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
839.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
840.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
841.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
841.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
843.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
845.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
847.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
849.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
850.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
852.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
855.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
857.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
858.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
858.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
860.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
861.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
863.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
864.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
866.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
867.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
867.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
869.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
869.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
872.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
872.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
875.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
875.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
876.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
878.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
878.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
879.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
881.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
883.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
886.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
886.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
887.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
892.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
892.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
896.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
897.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
898.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
900.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
901.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
903.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
906.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
909.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
911.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
912.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
912.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
914.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
915.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
915.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
917.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
920.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
921.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
921.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
923.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
926.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
926.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
929.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
931.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
932.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
934.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
935.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
935.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
937.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
938.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
938.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
939.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
940.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
940.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
943.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
943.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
946.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
949.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
949.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
952.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
954.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
955.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
957.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
957.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
960.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
963.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
963.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
968.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
971.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
974.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
977.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
978.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
980.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
983.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
986.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
986.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
989.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
994.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
995.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
997.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
997.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1000.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1002.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1003.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1003.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1005.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1006.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1006.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1009.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1011.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1014.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1020.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1023.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1025.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1025.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1026.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1028.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1031.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1032.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1034.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1034.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1036.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1037.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1037.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1038.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1039.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1040.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1045.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1048.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1051.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1054.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1057.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1063.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1065.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1066.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1066.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1068.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1068.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1070.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1071.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1073.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1074.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1077.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1080.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1082.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1085.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1085.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1088.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1088.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1094.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1096.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1099.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1102.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1103.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1105.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1105.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1108.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1108.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
